Technology,Green roof type,Plant species,Irrigation,PV panel type,PV panels and GR locations,Distance PV-green roof [cm],Distance PV-basecase roof [cm],Season,Base case roof situation,Building type,Base case roof,Base case insulation,Roof slope,Item,Item type,Item scale,Item class,Original monetary value,u.m.,Original year(s) at which the item is accounted,Green roof lifetime [years],Actual year(s) at which the item is accounted,Actual monetary value at the accounting year,Inflation adjustment ratio [GDP deflator 2020/GDP deflator year],PPP Exchange rate [€ EU27-2020/ local currency-2020],Adjusted Monetary value [EU27 2020 €/m2],Method for monetary value,Quantiative absolute evaluation,u.m.3,Method for absolute evaluation,Quantiative absolute evaluation 2,u.m. 3,Method for absolute evaluation 2,Climate,Continent,Country,City,Authors,Year,Title,Study type,"WTP Correction factor [GDPpc,EU27-year/GDPpc,country-year)",Unusable monetary value,Case-study ID,Old inflation correction,Old PPP exchange,Old adjusted value
White roof,,,,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,3.44,2019 €/m2,every year,40,every year,3.44,1.012,1.008,3.508811952,Avoided cost,,,Authors' calculation on study site,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Palermo,1,1.004484305,3.455426009
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,3.52,2019 €/m2,every year,40,every year,3.52,1.012,1.008,3.59041223,Avoided cost,,,Authors' calculation on study site,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Palermo,1,1.004484305,3.535784753
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,3.65,2019 €/m2,every year,40,every year,3.65,1.012,1.008,3.723012682,Avoided cost,,,Authors' calculation on study site,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Trieste,1,1.004484305,3.666367713
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,3.65,2019 €/m2,every year,40,every year,3.65,1.012,1.008,3.723012682,Avoided cost,,,Authors' calculation on study site,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Ancona,1,1.004484305,3.666367713
White roof,,,,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,3.7,2019 €/m2,every year,40,every year,3.7,1.012,1.008,3.774012855,Avoided cost,,,Authors' calculation on study site,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Ancona,1,1.004484305,3.716591928
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,3.72,2017 €/m2,every year,40,every year,3.72,1.031,1.008,3.865544098,Avoided cost,,,Authors' calculation on study site,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis,,,Berto 2018- Trieste,1.619024104,0.995652174,5.996583712
White roof,,,,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,4.02,2019 €/m2,every year,40,every year,4.02,1.012,1.008,4.100413967,Avoided cost,,,Authors' calculation on study site,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Trieste,1,1.004484305,4.038026906
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,7.03,2017 €/m2,every year,40,every year,7.03,1.031,1.008,7.305047045,Avoided cost,,,Authors' calculation on study site,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis,,,Berto 2018- Trieste,1.619024104,0.995652174,11.33225363
Photovoltaic-black roof,,,,Monocrystalline (SolarWorld 320W),,,,annual average,Already constructed,office,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,22.4,2016 $/m2,every year,not mentioned,every year,22.4,1.075,0.668,16.08388696,Avoided cost (electricity and natural gas consumption),,,Energy building simulation,,,,Csb,North America,USA,"Portland, OR","Statler et al.,",2017,"Optimizing angles of rooftop photovoltaics, ratios of solar to vegetated roof systems, and economic benefits, in Portland, Oregon, USA",Cost-Benefit Analysis,,,Statler - Portland,2.508207583,0.694,38.99159181
Photovoltaic-black roof,,,,Monocrystalline (SolarWorld 320W),,,,annual average,Already constructed,dormitory,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,22.4,2016 $/m2,every year,not mentioned,every year,22.4,1.075,0.668,16.08388696,Avoided cost (electricity and natural gas consumption),,,Energy building simulation,,,,Csb,North America,USA,"Portland, OR","Statler et al.,",2017,"Optimizing angles of rooftop photovoltaics, ratios of solar to vegetated roof systems, and economic benefits, in Portland, Oregon, USA",Cost-Benefit Analysis,,,Statler - Portland,2.508207583,0.694,38.99159181
Photovoltaic-green roof,Extensive,Sedum and grass,no,Monocrystalline (SolarWorld 320W),Separated areas,,,annual average,Already constructed,office,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,22.61,2016 $/m2,every year,not mentioned,every year,22.6083,1.075,0.668,16.23347668,Avoided cost (electricity and natural gas consumption),,,Energy building simulation,,,,Csb,North America,USA,"Portland, OR","Statler et al.,",2017,"Optimizing angles of rooftop photovoltaics, ratios of solar to vegetated roof systems, and economic benefits, in Portland, Oregon, USA",Cost-Benefit Analysis,,,Statler - Portland,2.508207583,0.694,39.35423682
Photovoltaic-green roof,Extensive,Sedum and grass,no,Monocrystalline (SolarWorld 320W),Separated areas,,,annual average,Already constructed,dormitory,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,22.61,2016 $/m2,every year,not mentioned,every year,22.6083,1.075,0.668,16.23347668,Avoided cost (electricity and natural gas consumption),,,Energy building simulation,,,,Csb,North America,USA,"Portland, OR","Statler et al.,",2017,"Optimizing angles of rooftop photovoltaics, ratios of solar to vegetated roof systems, and economic benefits, in Portland, Oregon, USA",Cost-Benefit Analysis,,,Statler - Portland,2.508207583,0.694,39.35423682
Photovoltaic-black roof,,,,Monocrystalline (SolarWorld 320W),,,,annual average,Already constructed,office,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,23.03,2016 $/m2,every year,not mentioned,every year,23.025,1.075,0.668,16.53265613,Avoided cost (electricity and natural gas consumption),,,Energy building simulation,,,,Csb,North America,USA,"Portland, OR","Statler et al.,",2017,"Optimizing angles of rooftop photovoltaics, ratios of solar to vegetated roof systems, and economic benefits, in Portland, Oregon, USA",Cost-Benefit Analysis,,,Statler - Portland,2.508207583,0.694,40.07952685
Photovoltaic-black roof,,,,Monocrystalline (SolarWorld 320W),,,,annual average,Already constructed,dormitory,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,23.03,2016 $/m2,every year,not mentioned,every year,23.025,1.075,0.668,16.53265613,Avoided cost (electricity and natural gas consumption),,,Energy building simulation,,,,Csb,North America,USA,"Portland, OR","Statler et al.,",2017,"Optimizing angles of rooftop photovoltaics, ratios of solar to vegetated roof systems, and economic benefits, in Portland, Oregon, USA",Cost-Benefit Analysis,,,Statler - Portland,2.508207583,0.694,40.07952685
Photovoltaic-green roof,Extensive,Sedum and grass,no,Monocrystalline (SolarWorld 320W),Separated areas,,,annual average,Already constructed,office,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,23.23,2016 $/m2,every year,not mentioned,every year,23.2333,1.075,0.668,16.68224585,Avoided cost (electricity and natural gas consumption),,,Energy building simulation,,,,Csb,North America,USA,"Portland, OR","Statler et al.,",2017,"Optimizing angles of rooftop photovoltaics, ratios of solar to vegetated roof systems, and economic benefits, in Portland, Oregon, USA",Cost-Benefit Analysis,,,Statler - Portland,2.508207583,0.694,40.44217186
Photovoltaic-green roof,Extensive,Sedum and grass,no,Monocrystalline (SolarWorld 320W),Separated areas,,,annual average,Already constructed,dormitory,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,23.23,2016 $/m2,every year,not mentioned,every year,23.2333,1.075,0.668,16.68224585,Avoided cost (electricity and natural gas consumption),,,Energy building simulation,,,,Csb,North America,USA,"Portland, OR","Statler et al.,",2017,"Optimizing angles of rooftop photovoltaics, ratios of solar to vegetated roof systems, and economic benefits, in Portland, Oregon, USA",Cost-Benefit Analysis,,,Statler - Portland,2.508207583,0.694,40.44217186
Photovoltaic-white roof,,,,Monocrystalline (SolarWorld 320W),,,,annual average,Already constructed,office,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,23.27,2016 $/m2,every year,not mentioned,every year,23.2667,1.075,0.668,16.70618021,Avoided cost (electricity and natural gas consumption),,,Energy building simulation,,,,Csb,North America,USA,"Portland, OR","Statler et al.,",2017,"Optimizing angles of rooftop photovoltaics, ratios of solar to vegetated roof systems, and economic benefits, in Portland, Oregon, USA",Cost-Benefit Analysis,,,Statler - Portland,2.508207583,0.694,40.50019506
Photovoltaic-white roof,,,,Monocrystalline (SolarWorld 320W),,,,annual average,Already constructed,dormitory,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,23.27,2016 $/m2,every year,not mentioned,every year,23.2667,1.075,0.668,16.70618021,Avoided cost (electricity and natural gas consumption),,,Energy building simulation,,,,Csb,North America,USA,"Portland, OR","Statler et al.,",2017,"Optimizing angles of rooftop photovoltaics, ratios of solar to vegetated roof systems, and economic benefits, in Portland, Oregon, USA",Cost-Benefit Analysis,,,Statler - Portland,2.508207583,0.694,40.50019506
Photovoltaic-white roof,,,,Monocrystalline (SolarWorld 320W),,,,annual average,Already constructed,office,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,23.86,2016 $/m2,every year,not mentioned,every year,23.8583,1.075,0.668,17.13101502,Avoided cost (electricity and natural gas consumption),,,Energy building simulation,,,,Csb,North America,USA,"Portland, OR","Statler et al.,",2017,"Optimizing angles of rooftop photovoltaics, ratios of solar to vegetated roof systems, and economic benefits, in Portland, Oregon, USA",Cost-Benefit Analysis,,,Statler - Portland,2.508207583,0.694,41.5301069
Photovoltaic-white roof,,,,Monocrystalline (SolarWorld 320W),,,,annual average,Already constructed,dormitory,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,23.86,2016 $/m2,every year,not mentioned,every year,23.8583,1.075,0.668,17.13101502,Avoided cost (electricity and natural gas consumption),,,Energy building simulation,,,,Csb,North America,USA,"Portland, OR","Statler et al.,",2017,"Optimizing angles of rooftop photovoltaics, ratios of solar to vegetated roof systems, and economic benefits, in Portland, Oregon, USA",Cost-Benefit Analysis,,,Statler - Portland,2.508207583,0.694,41.5301069
Green roof,Extensive,Xeric,not mentioned,,,,,annual average,Already constructed,residential,black roof,insulated,slanted,Energy consumption reduction (heating and cooling),benefit,building,financial,37.49,2016 CZK/m2,every year,50,every year,37.488,1.124,0.053,2.224228678,Avoided cost,8.5,kWh/m2,,,,,Cfb,Europe,Czech Republic,Jinonice,"Machac et al.,",2016,Green and Blue Infrastructure: An Opportunity for Smart Cities,Cost-Benefit Analysis,,,Machac - Jinonice,2.508207583,0.055184478,5.188868798
Green roof,Semi-intensive,Grass (Koeleria macarantha),yes,,,,,summer,To be constructed,university,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,74.19,2015 $/m2,every year,40,every year,74.1935,1.086,0.668,53.8322112,Avoided cost (electricity and natural gas consumption),,,,,,,Dfa,North America,USA,"Champaign, IL","William et al.,",2016,An environmental cost-benefit analysis of alternative green roofing strategies,Cost-Benefit Analysis,,,William - Champaign,2.181460776,0.719,116.3703769
Green roof,Semi-intensive,Grass (Koeleria macarantha),no,,,,,summer,To be constructed,university,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,74.46,2015 $/m2,every year,40,every year,74.4624,1.086,0.668,54.02725545,Avoided cost (electricity and natural gas consumption),,,,,,,Dfa,North America,USA,"Champaign, IL","William et al.,",2016,An environmental cost-benefit analysis of alternative green roofing strategies,Cost-Benefit Analysis,,,William - Champaign,2.181460776,0.719,116.7920087
Green roof,Extensive,,yes,,,,,annual average,Already constructed,,black roof,,,Energy consumption reduction (heating and cooling),benefit,building,financial,463.82,2017 UYU/m2,every year,30,every year,463.8249,1.289,0.023,14.03371788,,,,,,,,Cfa,South America,Uruguay,Montevideo,"Vincent et al.,",2017,Enhancing the Economic Value of Large Investments in Sustainable Drainage Systems (SuDS) through Inclusion of Econsystems Services Benefits,Cost-Benefit Analysis,,,Vincent - Montevideo,1.619024104,0.687,17.90753991
Green roof,Extensive,,no,,,,,annual average,To be constructed,,black roof,,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,1838.69,2019 KRW/m2,every year,not mentioned,every year,1838.6873,1.013,0.001,1.443207016,Avoided cost (energy consumption),,,,,,,Cwa,Asia,South Korea,Seoul,"Shin & Kim,",2018,Analysing Green Roof Effects in an Urban Environment: A Case of Bangbae dong Seoul,Cost-Benefit Analysis,,,Shin & Kim 2018 - Seoul,1,0.000773685,1.422565697
